0	0.1128233352
1	0.7345899835
2	0.0920473308
3	0.0287561915
4	0.0119702807
5	0.0071546505
6	0.0038525041
7	0.0022014309
8	0.0013758943
9	0.0009631260
10	0.0008255366
11	0.0005503577
12	0.0002751789
13	0.0005503577
14	0.0005503577
16	0.0006879472
18	0.0002751789
20	0.0001375894
21	0.0002751789
58	0.0001375894
